STU_ID,X1TXMTSCOR,X1PAREDU,X1SES,X1MTHINT,X1SCIINT,X2TXMTSCOR,X2PAREDU,X2BEHAVEIN,X2MTHINT_R,X2SCIINT,X3TGPAHIMTH,X3TGPAHISCI,X3TGPAACAD,X3TGPASTEM,X4X2SES,X5GPAALL,S1GOODGRADES,S1HRMHOMEWK,S1HRSHOMEWK,S1HROTHHOMWK,S1HRACTIVITY,S1HRTV,S1HRVIDEO,S1HRONLINE,S2LATESCH,S2ABSENT,S2WOHWDN,S2WOPAPER,S2WOBOOKS,S2SKIPCLASS,S2INSCHSUSP,S2OUTSCHSUSP,S2DISCIPLINE,S2EXPELLED,S2ARRESTED,S2JUVHOME,A1SCHCONTROL,A1MTHSCIFAIR,A1MSSUMMER,A1MSAFTERSCH,A1MSMENTOR,A1MSSPEAKER,A1MSFLDTRIP,A1MSPRGMS,A1HRTEACHERS,A1HRSTUDENT,A1TCHRABSENT,A1PRNTINV,A1UNPREP,A1HEALTH,A1RESOURCES,C1PLANPARENT,C1SIGNOFF
10001,59.371,5,1.5644,0.12,-0.23,68.6447,6,-2.17,-0.21,0.34,3.0,3.0,3.5,3.0,1.5184,3,1,1,1,1,3,2,1,1,3,2,2,5,5,2,1,-7,-7,-7,-7,-7,1,1,0,0,1,1,1,1,5,3,1,2,1,1,2,-7,-7
10002,47.6821,3,-0.3699,-9.0,-9.0,54.0863,4,0.61,-0.6,-0.83,2.5,4.0,4.0,4.0,-0.1124,1,1,2,1,4,2,2,1,2,2,2,1,2,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,7,9,2,3,3,3,2,-9,-9
10003,64.2431,7,1.2741,0.86,0.93,55.6336,7,0.52,-1.39,-1.61,2.0,2.0,2.5,2.5,0.9986,1,1,2,2,2,3,1,1,3,2,2,3,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,1,0,1,1,15,5,2,2,2,2,2,1,0
10006,58.1268,3,1.0639,2.08,-7.0,53.9958,5,0.89,-7.0,-9.0,3.0,4.0,3.0,3.0,0.3086,1,4,2,-7,1,4,3,1,1,2,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,0,1,0,0,3,6,-9,4,4,2,2,1,1
10007,49.496,2,-0.43,2.08,0.16,47.6403,2,0.39,-0.47,-1.19,1.5,2.0,2.5,2.0,0.3021,0,2,1,1,1,1,1,1,1,1,4,3,1,1,1,1,-7,-7,-7,-7,-7,1,1,0,1,0,1,1,1,8,6,1,1,1,1,1,1,1
10008,54.6249,7,1.5144,-1.13,-0.21,62.8079,7,0.61,-7.0,-7.0,2.5,3.0,3.5,3.0,0.5543,2,1,1,1,2,3,1,1,1,1,1,1,2,2,1,1,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,15,3,2,2,2,2,2,-7,-7
10009,53.1875,2,-0.3103,-7.0,-1.05,59.8127,3,0.34,-1.25,-7.0,3.0,4.0,3.5,3.5,0.2557,1,1,-7,1,2,6,4,2,1,1,1,4,1,1,2,1,-7,-7,-7,-7,-7,1,0,0,0,0,1,0,0,5,1,1,4,3,1,2,1,0
10011,56.5005,5,1.2058,1.35,-7.0,44.3076,6,-2.39,0.06,-7.0,3.5,3.0,3.0,3.0,0.8288,1,1,3,-7,1,4,5,1,2,2,1,5,5,4,3,1,-7,-7,-7,-7,-7,1,0,0,1,0,0,1,0,2,5,1,3,3,2,3,1,1
10012,67.6823,7,2.4996,-0.36,0.49,61.5733,7,0.1,-0.6,-0.48,3.5,4.0,4.0,4.0,1.5527,3,1,2,1,3,3,1,1,1,1,2,3,2,2,1,1,-7,-7,-7,-7,-7,2,1,0,1,0,0,0,1,10,10,1,1,2,1,1,1,0
10015,53.4016,4,0.9973,-7.0,0.54,53.8011,5,0.71,-7.0,-7.0,3.0,4.0,4.0,4.0,1.6366,3,1,-7,3,4,2,3,1,2,3,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,-9,-9,1,2,1,1,1,1,1
10018,63.9808,7,1.3989,0.47,0.99,64.3299,7,0.74,-0.6,-7.0,3.5,3.5,4.0,3.5,1.0924,3,1,2,2,3,4,1,2,2,1,2,1,1,2,1,1,-7,-7,-7,-7,-7,2,0,1,0,0,0,1,1,3,4,1,1,2,1,3,1,0
10019,53.8914,-8,-0.0106,1.05,0.16,53.4635,2,0.43,1.1,-0.4,4.0,2.5,2.5,3.0,-0.2628,2,1,2,2,2,3,3,3,2,2,2,2,2,1,1,1,-7,-7,-7,-7,-7,1,0,1,1,0,1,1,1,10,3,1,4,2,2,3,1,0
10020,48.4647,3,-0.2746,-0.64,1.38,54.3535,4,-1.06,-1.64,1.08,2.0,3.5,3.0,2.5,0.1781,1,2,2,1,2,2,2,1,1,5,3,3,2,2,2,1,-7,-7,-7,-7,-7,1,1,0,1,0,0,1,1,5,2,2,1,2,2,1,-7,-7
10021,54.1491,2,0.4235,-9.0,0.16,58.4985,3,0.87,1.38,-9.0,1.0,2.5,3.0,3.0,0.533,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,1,0,1,1,10,5,1,1,1,1,1,-7,-7
10022,57.9257,5,1.4372,-0.8,0.5,49.1708,6,-9.0,-0.6,1.71,2.0,4.0,3.0,3.0,1.1707,1,1,5,5,3,-9,1,1,1,2,-9,2,1,1,1,1,-7,-7,-7,-7,-7,2,0,0,1,1,1,1,1,5,3,1,1,2,1,1,1,1
10024,56.238,5,0.1402,0.19,0.09,53.5581,6,-0.01,-0.6,0.97,2.0,3.0,3.0,3.0,0.5169,1,1,2,2,-9,3,3,1,1,3,2,2,3,1,1,1,-7,-7,-7,-7,-7,1,0,0,1,0,0,0,1,10,5,2,2,3,2,2,-7,-7
10026,66.894,7,1.1142,0.17,1.19,61.3957,2,0.89,0.96,1.28,3.5,2.5,3.5,3.5,-0.3149,2,1,2,4,3,1,1,1,2,2,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,1,1,1,1,1,1,1,5,5,2,2,3,1,2,1,1
10030,70.8013,5,1.5809,-0.66,-9.0,63.664,6,-0.26,-1.64,1.44,3.5,3.0,3.5,3.0,1.4778,3,2,1,1,2,1,2,1,3,3,2,2,1,2,2,1,-7,-7,-7,-7,-7,1,1,1,1,1,1,1,1,10,5,2,2,2,2,1,1,1
10036,56.6409,3,0.1493,0.19,-7.0,52.2038,4,0.87,-0.6,0.27,3.0,2.5,3.0,3.0,0.357,1,2,1,-7,2,2,2,1,2,1,2,2,1,1,1,1,-7,-7,-7,-7,-7,2,0,0,1,1,1,1,1,5,3,1,1,2,1,1,-7,-7
10037,62.7847,3,0.5238,0.49,-7.0,52.1973,4,0.7,-7.0,0.61,4.0,4.0,4.0,4.0,0.2863,3,1,2,-7,2,4,1,1,1,2,2,2,1,1,1,1,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8
10039,65.5911,4,0.6753,0.56,-0.21,32.784,5,0.11,0.48,-1.19,3.0,3.5,3.5,3.5,0.5715,2,1,1,1,3,3,1,1,4,2,3,2,2,2,1,1,-7,-7,-7,-7,-7,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7
10043,46.9388,-8,-0.3642,-0.29,0.11,43.7001,4,-9.0,-7.0,-7.0,2.0,2.5,2.5,2.0,-0.3837,0,2,1,1,1,1,2,1,2,2,-9,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,1,0,0,0,1,1,3,10,2,2,3,2,1,1,0
10044,67.1436,7,1.3291,1.02,-0.17,70.3431,7,-0.04,-0.2,-1.14,3.5,3.0,3.5,3.0,1.5897,2,1,1,1,1,3,1,1,2,2,3,2,2,2,1,1,-7,-7,-7,-7,-7,2,0,0,1,1,1,0,1,15,4,1,2,2,1,1,-7,-7
10046,47.4921,-8,-0.1707,0.19,-1.38,51.5154,1,0.22,-0.6,-9.0,1.0,1.0,2.0,1.5,-0.8343,0,2,2,2,3,3,2,2,2,2,4,3,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,5,1,1,2,2,1,2,-8,-8
10049,62.5559,5,0.3972,2.08,0.54,69.39,6,0.91,1.38,-1.12,4.0,4.0,4.0,4.0,0.4709,3,2,2,2,2,3,6,1,6,1,3,1,1,1,1,1,-7,-7,-7,-7,-7,2,0,1,1,0,1,1,1,10,2,1,1,1,1,1,1,1
10052,38.5212,-8,-0.5433,0.29,-0.26,37.2593,4,0.7,0.73,-7.0,2.5,2.5,2.5,3.0,0.3267,3,2,1,1,1,-9,5,1,6,2,2,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,1,0,0,0,1,1,5,4,2,4,3,2,2,1,1
10054,48.8039,2,-0.2606,0.19,0.16,49.0123,2,-2.1,-0.6,0.97,2.5,2.0,2.0,2.5,-0.7956,0,1,2,1,2,6,1,1,1,3,5,4,3,2,4,1,-7,-7,-7,-7,-7,1,0,1,1,1,1,0,0,10,4,2,4,4,3,4,1,0
10055,69.24,5,1.4132,1.72,-1.07,74.592,7,-0.84,0.96,1.71,3.0,3.0,3.5,3.5,1.5044,2,1,2,2,2,1,1,1,2,3,1,5,1,3,2,1,-7,-7,-7,-7,-7,1,1,1,0,0,1,1,1,-9,-9,-9,-9,-9,-9,-9,-7,-7
10056,56.8163,2,-0.7901,-0.29,-0.28,48.5795,3,0.53,-0.2,-0.83,2.0,2.0,2.5,2.0,-0.5482,3,2,1,1,2,3,1,1,2,3,2,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,0,-9,-9,-9,-9,-9,-9,-9,0,-7
10057,-8.0,-8,-8.0,-8.0,-8.0,60.1523,6,-0.66,-1.25,-0.67,2.0,1.0,2.0,1.5,0.7881,0,-8,-8,-8,-8,-8,-8,-8,-8,4,3,5,1,2,1,1,-7,-7,-7,-7,-7,2,0,0,1,1,0,1,1,1,2,1,1,1,1,2,1,0
10059,-8.0,-8,-8.0,-8.0,-8.0,55.4241,5,1.06,-7.0,-0.04,3.0,3.5,3.5,3.5,1.0881,1,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,0,1,1,0,1,1,1,5,10,1,2,2,2,4,1,0
10061,64.4295,-8,1.165,0.55,0.89,-8.0,-8,-8.0,-8.0,-8.0,4.0,3.0,3.0,3.5,-8.0,1,2,1,1,2,1,1,3,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,0,0,1,1,1,5,-9,2,1,1,2,3,1,0
10063,49.8739,-8,-0.6763,-0.71,1.0,32.2622,2,-0.2,0.19,1.05,2.0,2.0,2.0,2.0,-0.7664,0,1,1,1,2,5,1,1,2,3,2,3,3,1,1,1,-7,-7,-7,-7,-7,1,1,1,1,0,0,1,1,2,4,2,2,2,1,3,1,0
10064,50.3536,2,-0.1112,1.32,0.16,55.6154,2,0.38,-7.0,0.77,1.0,3.5,3.5,3.0,-0.1474,2,1,1,1,1,3,1,1,1,2,2,2,1,2,1,1,-7,-7,-7,-7,-7,1,0,0,0,1,0,1,1,20,0,2,2,3,1,1,1,1
10066,43.6624,2,-0.3694,-0.18,-1.38,50.9818,2,-0.26,-1.25,-7.0,1.0,1.5,1.5,1.5,-0.1003,1,3,1,1,1,3,3,2,1,2,2,4,2,2,1,1,-7,-7,-7,-7,-7,2,0,1,1,1,0,0,1,10,10,1,2,2,1,2,-7,-7
10067,65.7365,1,-1.7526,-0.66,-1.84,65.9677,4,1.02,0.98,0.29,1.0,3.5,3.0,2.5,-0.5016,3,2,1,2,2,3,1,2,2,1,2,2,1,1,1,1,-7,-7,-7,-7,-7,1,1,0,1,0,0,1,1,10,5,1,3,2,1,2,0,-7
10069,54.8354,7,1.6587,0.19,1.64,68.6119,7,-0.08,1.38,0.65,3.5,3.5,3.5,3.5,1.6617,2,1,2,2,2,2,3,1,4,2,2,3,2,2,1,1,-7,-7,-7,-7,-7,1,0,1,1,0,1,1,1,12,5,3,2,2,2,2,1,0
10070,61.1801,7,2.0218,0.96,0.15,59.5097,7,-0.29,-0.2,1.71,3.0,3.0,3.5,3.0,1.687,0,1,5,5,5,5,1,2,1,3,2,5,2,1,1,1,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1
10072,43.2763,2,-0.0998,0.14,0.16,39.6578,3,0.38,-1.24,-0.71,2.0,2.5,3.0,2.5,-0.3082,1,2,2,1,1,1,3,1,3,3,3,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,1,0,0,1,0,0,10,5,2,4,3,2,2,0,-7
10078,73.529,7,2.1586,2.08,0.16,65.5973,7,0.37,-0.99,0.34,3.5,3.0,3.5,3.5,1.3793,1,1,1,1,1,3,3,2,2,5,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,1,0,1,0,0,0,1,10,2,1,3,4,3,3,1,0
10080,38.6225,4,0.2028,0.39,-2.59,45.1579,5,1.21,-9.0,-0.16,2.0,4.0,2.5,2.5,-0.0933,2,1,2,1,2,2,3,2,6,1,1,1,1,1,1,1,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,0
10081,-8.0,-8,-8.0,-8.0,-8.0,45.059,4,1.06,-0.34,1.71,2.0,2.5,2.5,2.0,0.4089,3,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,1,1,1,1,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1
10084,67.0552,3,0.0884,0.19,0.16,55.8666,4,0.23,0.19,-7.0,3.0,4.0,4.0,4.0,-0.0895,3,2,2,1,3,1,1,1,1,2,3,2,1,2,1,1,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,0,5,2,2,3,2,2,2,-8,-8
10087,55.8121,3,-0.9782,1.41,0.16,52.3377,4,0.69,0.09,-7.0,1.0,2.0,1.5,2.0,-0.4061,0,2,2,1,3,3,1,1,1,1,2,3,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,1,1,1,1,1,8,12,2,3,2,1,2,0,-7
10088,49.7352,-8,0.3647,0.96,-7.0,51.7461,5,1.06,-0.35,0.31,3.0,2.5,3.0,3.0,0.7371,0,1,2,-7,3,2,1,-9,2,1,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1
10089,39.5401,5,0.984,-7.0,1.7,43.9212,6,-0.43,-7.0,-7.0,2.0,2.5,2.0,1.5,0.1703,0,2,-7,1,2,2,3,2,3,2,3,4,1,1,2,2,-7,-7,-7,-7,-7,1,0,0,0,0,0,1,1,5,2,2,3,2,1,2,1,1
10090,50.1433,4,-0.0322,0.86,1.64,50.607,5,0.7,0.44,-7.0,4.0,2.0,3.0,2.0,-0.0519,1,1,2,2,4,3,4,1,1,2,2,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,9,9,3,2,3,1,1,1,1
10093,49.5211,4,-0.1513,-0.24,-7.0,56.6855,5,-0.2,-9.0,-7.0,-9.0,3.0,3.0,2.5,0.512,1,1,2,-7,3,2,2,1,1,2,1,3,3,2,1,1,-7,-7,-7,-7,-7,1,0,0,0,0,1,0,0,3,6,-9,4,4,2,2,1,1
10094,63.2917,7,1.7567,0.19,0.16,-8.0,7,-8.0,-8.0,-8.0,3.5,3.5,3.0,3.5,1.3524,3,2,1,1,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,0,0,0,0,0,1,0,4,6,1,1,1,1,1,-8,-8
10095,67.7484,5,0.122,0.86,-7.0,63.3464,6,0.26,-7.0,0.41,3.0,3.0,3.0,3.0,-0.0395,1,1,2,-7,2,2,1,1,6,3,2,2,2,1,1,1,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-7,-7
10096,47.1642,2,-0.3442,-0.18,0.16,47.5031,4,0.89,-0.21,-7.0,-8.0,-8.0,-8.0,-8.0,-0.013,2,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,1,0,1,0,1,1,0,30,1,1,3,2,2,1,1,1
10097,53.6645,4,0.9349,0.85,0.16,50.4829,5,0.03,0.17,-0.8,2.0,2.5,2.5,2.0,1.0942,2,1,3,2,4,1,4,1,3,4,3,3,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,1,0,1,1,1,10,5,1,1,2,1,2,-8,-8
10099,52.6311,5,1.4352,1.23,-0.6,60.6802,6,0.7,0.71,0.61,2.5,3.5,3.5,3.5,0.7905,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,1,1,0,0,1,10,5,1,1,3,2,-9,0,-7
10100,42.3864,3,-0.1266,-1.98,-0.98,49.4343,4,-3.02,-1.89,-1.88,1.5,2.5,1.5,2.0,-0.0528,1,1,1,1,1,3,2,1,1,3,4,5,5,5,2,1,-7,-7,-7,-7,-7,1,0,0,1,1,1,0,0,8,5,1,1,3,2,1,1,1
10105,63.0972,5,1.0498,0.96,0.54,62.0006,6,0.71,0.71,1.71,3.0,3.0,3.5,3.5,0.9016,2,1,1,1,2,3,1,1,2,3,2,1,1,1,1,1,-7,-7,-7,-7,-7,2,1,0,1,1,0,1,1,5,5,1,1,1,1,1,1,0
10106,57.5439,2,-0.4907,0.19,0.5,56.6333,2,0.05,0.71,-0.09,3.0,3.5,3.5,3.5,-1.0415,1,1,3,2,2,3,2,2,2,2,3,3,1,2,1,1,-7,-7,-7,-7,-7,1,1,1,1,0,0,1,1,-9,-9,-9,-9,-9,-9,-9,1,1
10107,55.4635,5,1.2984,0.19,0.09,53.7252,6,0.55,1.13,0.34,3.5,3.5,3.5,3.5,0.8545,1,1,1,1,1,2,1,1,1,2,3,2,1,1,1,1,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-7,-7
10110,61.6932,-8,0.5598,0.56,-0.61,66.7601,6,0.89,1.65,0.7,3.5,3.0,3.5,3.5,1.1858,3,1,2,2,2,6,6,1,1,2,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8
10112,77.4288,5,1.4591,0.19,1.32,74.3539,6,-0.72,0.96,1.01,3.5,4.0,4.0,4.0,0.9038,3,2,3,4,4,6,4,4,5,2,2,1,1,5,2,1,-7,-7,-7,-7,-7,1,1,0,1,0,1,1,1,8,6,1,1,1,1,1,1,1
10116,58.4891,2,-0.4728,0.12,1.38,52.8832,2,-0.64,-7.0,-7.0,2.0,2.0,2.0,2.0,-0.32,0,2,1,1,1,6,2,1,1,5,2,5,2,1,1,1,-7,-7,-7,-7,-7,1,0,1,0,0,1,0,0,10,5,2,4,3,2,2,0,-7
10117,60.5147,4,0.2802,-7.0,0.5,54.7168,5,0.69,-0.2,-0.4,3.5,3.0,3.5,3.5,0.0664,2,2,-7,1,1,2,2,1,2,1,2,3,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,1,0,1,1,1,8,2,1,2,2,1,2,-8,-8
10118,49.8312,2,0.215,-9.0,-9.0,49.1528,4,0.52,-1.14,0.23,-8.0,-8.0,-8.0,-8.0,0.0338,1,1,-9,-9,-9,-9,-9,-9,-9,2,2,3,1,1,1,1,-7,-7,-7,-7,-7,2,0,0,0,0,0,1,0,3,2,1,1,1,1,2,1,1
10122,56.3244,-8,0.2871,0.0,-7.0,53.9746,5,0.25,2.17,-1.19,3.0,3.0,3.5,3.5,0.0512,1,1,1,-7,2,1,2,1,1,2,2,3,2,1,1,1,-7,-7,-7,-7,-7,1,0,1,1,1,1,0,1,8,1,1,1,1,1,1,1,0
10123,-8.0,2,-8.0,-8.0,-8.0,36.5273,3,0.48,0.96,1.71,2.0,2.0,1.5,2.0,0.4931,0,-8,-8,-8,-8,-8,-8,-8,-8,2,1,4,1,1,1,1,-7,-7,-7,-7,-7,1,0,1,1,0,0,1,1,10,5,3,3,3,3,2,1,1
10124,49.2027,-8,0.3555,1.69,0.93,37.5238,2,0.1,0.44,1.44,2.0,4.0,3.0,3.0,-0.5953,1,1,1,1,1,1,2,1,3,2,3,3,2,1,1,1,-7,-7,-7,-7,-7,1,1,1,0,1,1,1,1,6,5,2,2,2,2,1,1,0
10127,49.547,2,-0.4293,-0.36,-1.44,48.5548,2,-0.4,-7.0,1.44,-8.0,-8.0,-8.0,-8.0,-0.5223,1,1,1,1,1,1,6,1,6,4,5,2,1,1,2,1,-7,-7,-7,-7,-7,1,0,1,1,0,0,0,0,6,10,3,4,3,2,3,0,-7
10128,52.3332,4,0.2533,-7.0,-9.0,53.1795,5,-0.62,-0.35,-0.13,-8.0,-8.0,-8.0,-8.0,0.535,0,1,-7,-9,2,2,2,4,2,3,2,5,2,2,1,1,-7,-7,-7,-7,-7,2,0,0,0,0,0,0,0,8,6,1,2,3,2,1,-7,-7
10129,71.1744,3,0.2807,-0.18,1.71,66.4965,4,0.37,0.71,-7.0,3.0,1.0,3.0,3.0,0.4057,2,2,2,2,2,1,1,2,2,2,3,3,1,1,1,1,-7,-7,-7,-7,-7,1,0,1,1,1,0,0,1,-9,-9,1,2,2,1,1,1,1
10132,57.4303,4,0.3202,0.19,0.16,61.7479,5,0.28,-0.21,-9.0,4.0,4.0,3.5,3.5,0.2832,3,2,1,1,2,2,2,1,1,2,3,2,2,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,0,1,1,1,7,5,2,1,2,2,2,1,0
10136,39.2558,-8,-0.2589,-0.48,-1.38,32.0763,4,-0.86,-0.71,-0.02,-8.0,-8.0,-8.0,-8.0,0.5312,1,2,1,1,1,1,4,1,4,3,4,3,2,1,3,1,-7,-7,-7,-7,-7,1,0,1,1,0,0,0,0,6,10,3,4,3,2,3,0,-7
10138,47.1855,5,-0.1636,1.32,0.54,45.2164,4,0.06,0.21,-1.26,3.5,2.5,3.0,3.0,-0.8479,1,1,1,1,1,2,3,3,2,2,2,2,1,3,1,1,-7,-7,-7,-7,-7,1,0,1,0,0,0,0,1,6,20,1,4,2,1,4,-8,-8
10143,60.7838,4,1.0303,-7.0,-7.0,53.692,5,0.38,0.44,-0.04,3.5,3.5,3.5,3.0,0.5322,1,1,-7,-7,1,2,1,1,2,2,2,2,1,2,1,1,-7,-7,-7,-7,-7,1,0,1,0,0,0,1,1,20,20,2,3,2,2,2,1,0
10145,47.3269,3,0.0676,-7.0,-7.0,51.7248,4,0.43,-0.2,0.61,3.0,3.0,3.0,3.0,0.2177,2,1,-7,-7,2,3,2,1,1,2,2,2,2,1,1,1,-7,-7,-7,-7,-7,1,0,1,1,0,0,1,1,10,5,3,3,3,3,2,1,1
10150,52.5584,5,0.5366,0.1,0.09,55.1889,6,-1.96,-0.99,0.61,1.0,3.5,3.0,3.0,0.6729,1,1,2,2,2,1,3,2,1,3,3,5,4,4,1,1,-7,-7,-7,-7,-7,2,0,1,0,0,1,1,1,15,3,1,1,1,1,1,1,1
10160,51.5413,3,0.1032,-7.0,-7.0,55.7724,2,1.06,-1.64,0.38,1.5,2.5,3.0,2.5,-0.5359,1,2,-7,-7,2,1,1,1,2,1,2,1,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,0,0,1,1,10,5,2,3,2,1,2,1,1
10162,54.2935,1,-0.9416,1.22,0.86,61.2948,1,0.84,-0.2,0.77,3.5,3.5,3.5,3.0,-1.4949,0,2,2,2,2,6,6,6,1,1,1,3,1,1,1,1,-7,-7,-7,-7,-7,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1
10163,68.3935,3,-0.0505,-0.18,1.31,66.4046,4,0.7,-0.45,0.19,2.5,3.0,2.5,2.5,0.3141,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,1,0,0,0,0,10,5,2,1,2,1,1,1,0
10164,50.4159,7,1.8024,-0.96,0.86,56.2189,7,-1.58,-0.21,0.65,1.0,2.0,2.0,2.0,1.7049,1,1,2,2,2,3,2,1,2,3,3,5,5,2,1,1,-7,-7,-7,-7,-7,1,0,0,1,1,0,0,1,15,5,2,2,2,1,2,1,0
10166,61.0067,4,1.0753,1.72,-0.58,66.2954,5,0.89,0.87,1.01,4.0,4.0,4.0,4.0,1.0895,3,1,1,1,2,2,2,-9,1,2,2,1,1,1,1,1,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1
10168,43.5267,4,0.756,0.49,0.16,51.2072,5,0.87,1.35,-2.24,3.5,3.0,3.0,3.0,1.0779,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,-7,-7,-7,-7,-7,2,1,0,1,1,1,1,1,8,5,2,1,1,1,1,1,0
10169,51.9807,4,0.1516,-2.46,0.16,50.7473,5,0.59,-7.0,-1.19,1.5,3.0,2.5,2.0,0.0725,0,1,3,3,3,6,1,2,3,2,2,1,1,1,1,2,-7,-7,-7,-7,-7,1,0,0,0,0,1,1,0,8,5,1,3,3,2,2,1,0
10170,63.0721,4,0.3952,-7.0,1.7,70.0737,5,1.21,2.17,1.01,3.5,3.5,3.5,4.0,0.2003,2,1,-7,1,2,2,2,1,2,1,1,1,1,1,1,1,-7,-7,-7,-7,-7,1,1,1,1,0,1,0,1,10,2,2,3,3,1,4,1,1
10172,41.9635,2,-1.3184,-0.18,-1.05,38.5019,2,-1.95,-0.6,0.34,1.5,2.0,1.5,1.5,-1.3763,0,2,1,2,2,1,2,2,1,2,4,5,3,4,1,2,-7,-7,-7,-7,-7,1,0,0,0,1,0,1,1,10,5,1,1,1,1,1,-7,-7
10173,65.4175,7,2.2775,-1.33,-0.99,68.322,7,-1.28,2.17,-1.5,-8.0,-8.0,-8.0,-8.0,1.9504,2,1,1,1,2,4,2,1,5,2,3,4,4,3,1,1,-7,-7,-7,-7,-7,2,1,1,0,1,1,1,1,15,3,2,1,1,1,1,1,1
10176,44.1874,-8,-0.487,-0.18,-0.23,29.9458,2,0.73,-0.21,-9.0,2.0,2.0,2.5,2.0,-0.7496,1,1,2,2,2,1,1,1,2,1,3,2,1,1,1,1,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,15,3,2,2,2,2,2,-7,-7
10178,69.3018,5,0.4133,-0.66,0.16,63.8176,6,0.19,-0.99,-0.09,3.0,3.0,3.5,3.5,0.5613,2,1,1,1,2,3,2,1,2,5,2,2,1,1,1,1,-7,-7,-7,-7,-7,1,1,1,0,1,1,0,1,15,2,1,1,1,1,2,-7,-7
10180,53.3125,4,0.9223,1.34,-0.56,-8.0,5,-8.0,-8.0,-8.0,2.5,3.5,3.5,3.0,0.622,1,1,2,2,2,3,2,-9,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,0,0,1,0,0,1,1,12,5,1,2,2,2,1,1,0
10183,58.9156,4,0.1878,-0.96,-7.0,55.9018,5,-0.24,-1.64,0.34,2.0,3.0,3.5,3.0,0.8548,3,1,2,-7,2,6,6,1,5,2,5,3,1,1,2,1,-7,-7,-7,-7,-7,1,0,0,1,0,1,0,0,5,2,2,1,2,2,2,-8,-8
10184,49.3304,2,0.0462,-0.66,-0.67,52.0027,2,0.15,-1.0,0.5,3.0,3.0,3.0,3.0,-0.4952,2,1,1,1,1,1,4,6,4,2,2,5,1,1,1,1,-7,-7,-7,-7,-7,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7
